hash	task_id	native_id	process	tag	name	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes	vol_ctxt	inv_ctxt	workdir	scratch	error_action	chunks	dataset	hardware_type	node_type	threads
bf/eb57ad	4	3752185.pbs02	similarity_chunk	breast.002.001/0	similarity_chunk (breast.002.001/0)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633439355658	1633439358040	1633440162002	806344	790310		194.6	0.2	374165504.0	15665414144.0	374165504.0	15791296512.0	13353435.0	856655522.0	1884.0	704.0	55858575.0	856651919.0	6191.0	27892.0	/scratch1/btsheal/work/bf/eb57ad75d884b43eca3e2e429f01ac			16	breast.002.001	p100	16	2
c0/37a0df	19	3722549.pbs02	similarity_chunk	breast.002.001/6	similarity_chunk (breast.002.001/6)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633258143478	1633258157335	1633259821776	1678298	1632729		198.4	0.2	364806144.0	15665487872.0	364806144.0	15796543488.0	13354097.0	1681924862.0	1979.0	990.0	44733833.0	1681912846.0	6813.0	56118.0	/scratch1/btsheal/work/c0/37a0df647c6cb4666acdf139078a93			8	breast.002.001	p100	17	2
c0/534b86	171	3814394.pbs02	similarity_chunk	breast.004.001/14	similarity_chunk (breast.004.001/14)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1634040677079	1634040682812	1634041693063	1015984	1006340		194.2	0.1	411308032.0	11438710784.0	411308032.0	11572981760.0	25513369.0	3351263616.0	3302.0	1497.0	56531166.0	3351253825.0	24710.0	36943.0	/scratch1/btsheal/work/c0/534b86bae086c9266ce96c1674cf9b			16	breast.004.001	v100	18b	2
c0/b801e9	47	3814219.pbs02	similarity_chunk	breast.002.004/2	similarity_chunk (breast.002.004/2)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1634034808218	1634034814035	1634036014831	1206613	1194370		195.5	0.1	525950976.0	11940966400.0	530157568.0	11941019648.0	48742989.0	3443187094.0	4453.0	629.0	79771193.0	3443179735.0	7580.0	47616.0	/scratch1/btsheal/work/c0/b801e90caa4487bed8eefd491f2515			16	breast.002.004	v100	18b	2
c1/078f73	66	3776808.pbs02	similarity_chunk	breast.004.003/5	similarity_chunk (breast.004.003/5)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633784167349	1633795757488	1633802309329	18141980	6548839		197.4	0.1	521465856.0	11807924224.0	521469952.0	11841527808.0	72112482.0	20290666309.0	6511.0	2614.0	103135460.0	20290652998.0	33169.0	227498.0	/scratch1/btsheal/work/c1/078f7384018f58ce865c6e3242f11f			8	breast.004.003	v100	18b	2
c1/208c17	94	3769408.pbs02	similarity_chunk	breast.004.003/9	similarity_chunk (breast.004.003/9)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633618382688	1633628985650	1633643199184	24816496	14200498		198.3	0.3	501690368.0	16066203648.0	501690368.0	16099807232.0	71731702.0	13665391160.0	5847.0	1926.0	103104746.0	13665375941.0	31228.0	525601.0	/scratch1/btsheal/work/c1/208c17e08ce915f59de1387f2440e8			12	breast.004.003	p100	16	2
c1/67145a	60	3814233.pbs02	similarity_chunk	breast.002.004/15	similarity_chunk (breast.002.004/15)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1634034869270	1634034994849	1634036179954	1310684	1183594		195.7	0.1	531320832.0	11940925440.0	537653248.0	11940978688.0	48746901.0	3388114449.0	4456.0	626.0	79767102.0	3388107117.0	25633.0	45761.0	/scratch1/btsheal/work/c1/67145aac3640a5ceb9b662d9159803			16	breast.002.004	v100	18b	2
c1/83b853	99	3814281.pbs02	similarity_chunk	breast.002.002/6	similarity_chunk (breast.002.002/6)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1634036671442	1634037009227	1634037580337	908895	566626		193.2	0.1	432726016.0	11638849536.0	432730112.0	11739561984.0	25395535.0	1663421474.0	3028.0	631.0	56415719.0	1663414234.0	14481.0	21635.0	/scratch1/btsheal/work/c1/83b85355522918529191b1572c29df			16	breast.002.002	v100	18b	2
c1/dc3faf	202	3757052.pbs02	similarity_chunk	breast.002.004/13	similarity_chunk (breast.002.004/13)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633467666113	1633471609108	1633475227856	7561743	3603866		198.1	0.3	438063104.0	16199163904.0	477114368.0	16299880448.0	48364123.0	3446803449.0	4027.0	697.0	79745598.0	3446791976.0	7755.0	139227.0	/scratch1/btsheal/work/c1/dc3faf76fd94fb284355befa8d1ed6			16	breast.002.004	p100	16	2
c2/30d058	84	3814263.pbs02	similarity_chunk	breast.003.002/7	similarity_chunk (breast.003.002/7)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1634036143520	1634036994190	1634038239987	2096467	1237429		195.4	0.1	413601792.0	11672944640.0	418828288.0	11706548224.0	37104296.0	3782936387.0	3856.0	989.0	68127494.0	3782927974.0	23303.0	47136.0	/scratch1/btsheal/work/c2/30d05842c2fee14c9f76c8917d5191			16	breast.003.002	v100	18b	2
c2/5f8712	129	3814316.pbs02	similarity_chunk	breast.003.004/4	similarity_chunk (breast.003.004/4)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1634037602454	1634037610384	1634040307871	2705417	2693932		197.1	0.1	548171776.0	12008570880.0	551919616.0	12075732992.0	72120871.0	7634314499.0	5991.0	988.0	103144089.0	7634306034.0	24440.0	105205.0	/scratch1/btsheal/work/c2/5f8712e63e6a504b8c8dde12bb2414			16	breast.003.004	v100	18b	2
c2/6e33c6	46	3822012.pbs02	similarity_chunk	breast.002.003/1	similarity_chunk (breast.002.003/1)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1634158187783	1634158794934	1634162357021	4169238	3555887		196.1	0.1	491638784.0	11740041216.0	492007424.0	11773644800.0	37233241.0	10131046077.0	4191.0	1497.0	79203705.0	10131036194.0	27060.0	137395.0	/scratch1/btsheal/work/c2/6e33c667861b8f4d5ccb08a20d0da4			4	breast.002.003	v100	20	2
c2/a865d0	117	3787141.pbs02	similarity_chunk	breast.002.003/8	similarity_chunk (breast.002.003/8)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633910700790	1633912567596	1633913695962	2995172	1125018		193.9	0.1	485064704.0	11739525120.0	485179392.0	11840237568.0	37050871.0	3420408000.0	3765.0	735.0	68075903.0	3420400168.0	5698.0	44928.0	/scratch1/btsheal/work/c2/a865d0f1c7420c146900cd1ed57ee8			12	breast.002.003	v100	18b	2
c2/c78322	114	3814299.pbs02	similarity_chunk	breast.004.003/5	similarity_chunk (breast.004.003/5)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1634037343845	1634037591399	1634040949811	3605966	3353306		196.9	0.1	526991360.0	11807993856.0	526995456.0	11841597440.0	72109367.0	10193819158.0	6141.0	1493.0	103131370.0	10193809248.0	25779.0	130511.0	/scratch1/btsheal/work/c2/c783221c997800070e2e84720eae3f			16	breast.004.003	v100	18b	2
c2/e2d0a4	181	3756436.pbs02	similarity_chunk	breast.003.001/8	similarity_chunk (breast.003.001/8)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633465763726	1633465774411	1633467618512	1854786	1831287		198.1	0.3	383541248.0	15682723840.0	383639552.0	15791828992.0	19249826.0	1903922631.0	2364.0	1057.0	50625219.0	1903910141.0	28076.0	56971.0	/scratch1/btsheal/work/c2/e2d0a4759acf9cfe91d0e4716e6189			16	breast.003.001	p100	16	2
c3/2e1140	101	3769477.pbs02	similarity_chunk	breast.003.004/4	similarity_chunk (breast.003.004/4)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633620377013	1633625171240	1633635959892	15582879	10789147		197.2	0.3	496353280.0	16300593152.0	498536448.0	16300646400.0	71742465.0	10246491116.0	5633.0	1272.0	103117465.0	10246477663.0	28854.0	396978.0	/scratch1/btsheal/work/c3/2e1140956bfbda95b7ccc09e5d8709			12	breast.003.004	p100	17	2
c3/477da7	78	3814251.pbs02	similarity_chunk	breast.003.002/1	similarity_chunk (breast.003.002/1)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1634035006493	1634036659318	1634037973214	2966721	1311248		196.4	0.1	413593600.0	11672989696.0	413769728.0	11706593280.0	37104240.0	3838093686.0	3842.0	1000.0	68127494.0	3838085160.0	9103.0	49451.0	/scratch1/btsheal/work/c3/477da74b92b11703ffee5ee203bd88			16	breast.003.002	v100	18b	2
c3/594e80	44	3636919.pbs02	similarity_chunk	breast.001.001/7	similarity_chunk (breast.001.001/7)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1632513920494	1632641905883	1632652935376	139014882	11031631		99.6	0.2	141942784.0	1186775040.0	141942784.0	1186828288.0	7303761.0	219661272.0	1251.0	337.0	41057152.0	219649234.0	1604.0	4430.0	/scratch1/btsheal/work/c3/594e80c8631e53299ead81a7a47c40			16	breast.001.001	cpu	7a	2
c3/869930	155	3770628.pbs02	similarity_chunk	breast.003.002/10	similarity_chunk (breast.003.002/10)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633641150894	1633646169847	1633651386678	10235784	5202907		197.1	0.3	435597312.0	15931265024.0	435605504.0	16031977472.0	36725846.0	5018017041.0	3489.0	1283.0	68104971.0	5018011132.0	27419.0	185674.0	/scratch1/btsheal/work/c3/8699306ba1632dfd654f21683721db			12	breast.003.002	p100	16	2
c3/96a7d7	95	3769414.pbs02	similarity_chunk	breast.004.003/10	similarity_chunk (breast.004.003/10)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633618696778	1633620938417	1633634976465	16279687	14030541		198.7	0.3	486334464.0	16066236416.0	486338560.0	16166948864.0	71731741.0	13524531053.0	5849.0	1923.0	103104751.0	13524515836.0	39702.0	518997.0	/scratch1/btsheal/work/c3/96a7d7132e8444f0b9c8692d18a6ec			12	breast.004.003	p100	17	2
c3/9a7fe0	188	3756832.pbs02	similarity_chunk	breast.003.001/15	similarity_chunk (breast.003.001/15)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633466682508	1633471493335	1633473390291	6707783	1887055		198.3	0.3	387608576.0	15682772992.0	389541888.0	15724769280.0	19249529.0	1912756204.0	2359.0	1068.0	50629320.0	1912751134.0	27507.0	66288.0	/scratch1/btsheal/work/c3/9a7fe0d75e4ccfdb0ad3753cc163d8			16	breast.003.001	p100	16	2
c3/9c072f	105	3753529.pbs02	similarity_chunk	breast.002.002/12	similarity_chunk (breast.002.002/12)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633449448774	1633450008346	1633451667152	2218378	1663772		197.3	0.3	428314624.0	15883669504.0	441143296.0	15964393472.0	25012829.0	1660783361.0	2599.0	700.0	56389100.0	1660771910.0	27254.0	58613.0	/scratch1/btsheal/work/c3/9c072f58b458d9e2f4b8626b5aa917			16	breast.002.002	p100	16	2
c4/1b4e6b	13	3698729.pbs02	similarity_chunk	breast.002.001/1	similarity_chunk (breast.002.001/1)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633013160622	1633013175935	1633016407249	3246627	3234267		198.7	0.2	369082368.0	15665459200.0	371867648.0	15729401856.0	13355668.0	3372299551.0	2164.0	1553.0	48462217.0	3372293672.0	15575.0	99287.0	/scratch1/btsheal/work/c4/1b4e6b5502c9a3ef3e3475d1ce87d8			4	breast.002.001	p100	17	2
c4/2987e9	8	3651787.pbs02	similarity_chunk	breast.001.002/4	similarity_chunk (breast.001.002/4)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1632722305104	1632722314449	1632760157393	37852289	37828443		99.8	0.2	180088832.0	1241915392.0	180232192.0	1241968640.0	13134433.0	846789779.0	1611.0	406.0	43861951.0	846777240.0	23724.0	246596.0	/scratch1/btsheal/work/c4/2987e95a104adc90d74087b57977d0			8	breast.001.002	cpu	8b	2
c4/6bbb60	50	3722593.pbs02	similarity_chunk	breast.004.001/5	similarity_chunk (breast.004.001/5)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633258287592	1633269807372	1633276466638	18179046	6678665		199.0	0.3	398426112.0	15717064704.0	398426112.0	15764234240.0	25133552.0	6773442518.0	3242.0	2676.0	56504531.0	6773425920.0	37316.0	201340.0	/scratch1/btsheal/work/c4/6bbb6061778c37733c23865c3c79e9			8	breast.004.001	p100	16	2
c4/713c14	122	3770380.pbs02	similarity_chunk	breast.004.002/1	similarity_chunk (breast.004.002/1)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633631251968	1633634162430	1633643260114	12008146	9108962		198.5	0.3	429920256.0	15931998208.0	442945536.0	16032710656.0	48439729.0	8989387172.0	4424.0	1923.0	79812851.0	8989372004.0	22897.0	330119.0	/scratch1/btsheal/work/c4/713c1491221f0da563016183a6ce4c			12	breast.004.002	p100	16	2
c4/ae03a2	39	3786443.pbs02	similarity_chunk	breast.002.004/3	similarity_chunk (breast.002.004/3)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633907441294	1633907447024	1633909118781	1677487	1578731		196.5	0.1	504815616.0	11940937728.0	515215360.0	12075208704.0	48743084.0	4555019845.0	4482.0	731.0	79767097.0	4555011957.0	26613.0	58827.0	/scratch1/btsheal/work/c4/ae03a2bd6a79bf1557e2cd69979e19			12	breast.002.004	v100	18b	2
c4/b3c409	24	3767613.pbs02	similarity_chunk	breast.003.003/11	similarity_chunk (breast.003.003/11)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633590608060	1633606353668	1633614340304	23732244	8003042		196.0	0.3	467759104.0	16026832896.0	484118528.0	16060436480.0	54201490.0	7658208268.0	4554.0	1265.0	85576337.0	7658194912.0	22265.0	325326.0	/scratch1/btsheal/work/c4/b3c40908d65db3fe81fb2b0dcde98c			12	breast.003.003	p100	16	2
c4/ce82d5	20	3786420.pbs02	similarity_chunk	breast.002.001/7	similarity_chunk (breast.002.001/7)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633907351862	1633907356952	1633907716983	365121	354845		194.3	0.1	401108992.0	11437506560.0	401108992.0	11571777536.0	13736583.0	1132149831.0	2343.0	737.0	44760463.0	1132142067.0	3831.0	12127.0	/scratch1/btsheal/work/c4/ce82d5b0b832a12285d3914f38a092			12	breast.002.001	v100	18b	2
c4/dc7668	196	3814422.pbs02	similarity_chunk	breast.004.002/7	similarity_chunk (breast.004.002/7)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1634040997610	1634041006121	1634043322065	2324455	2247773		196.8	0.1	484687872.0	11707269120.0	487841792.0	11807981568.0	48817555.0	6731382060.0	4722.0	1491.0	79843571.0	6731372246.0	12771.0	82670.0	/scratch1/btsheal/work/c4/dc766877749084e382e7a69849d328			16	breast.004.002	v100	18b	2
c5/04b8e5	34	3786438.pbs02	similarity_chunk	breast.003.003/9	similarity_chunk (breast.003.003/9)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633907418829	1633907427286	1633909923280	2504451	2498051		197.8	0.1	497438720.0	11773665280.0	501227520.0	11807268864.0	54584265.0	7636623524.0	4989.0	1209.0	85607052.0	7636614256.0	11389.0	88453.0	/scratch1/btsheal/work/c5/04b8e592123224f9d8f03493b6b416			12	breast.003.003	v100	18b	2
c5/0fea08	62	3776385.pbs02	similarity_chunk	breast.004.003/1	similarity_chunk (breast.004.003/1)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633783799467	1633789640929	1633796303572	12504105	6667945		197.8	0.1	540917760.0	11807903744.0	544931840.0	11908616192.0	72112322.0	20310344683.0	6508.0	2616.0	103131364.0	20310331362.0	28130.0	238483.0	/scratch1/btsheal/work/c5/0fea08ce088791f897f39e06346745			8	breast.004.003	v100	18b	2
c5/5fb76b	21	3674783.pbs02	similarity_chunk	breast.001.001/0	similarity_chunk (breast.001.001/0)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1632833435703	1632834655465	1632835061396	1625693	410112		84.8	0.2	358510592.0	15661662208.0	358510592.0	15795933184.0	7474017.0	429293923.0	1482.0	514.0	38850424.0	429284453.0	1449.0	23393.0	/scratch1/btsheal/work/c5/5fb76b1846a4655efe8e983619131b			8	breast.001.001	p100	16	2
c5/a51b21	167	3814388.pbs02	similarity_chunk	breast.004.001/10	similarity_chunk (breast.004.001/10)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1634040646116	1634040657673	1634041707986	1061870	1052948		194.5	0.1	409272320.0	11438727168.0	409272320.0	11572998144.0	25509310.0	3383455061.0	3301.0	1491.0	56531166.0	3383445306.0	25227.0	40310.0	/scratch1/btsheal/work/c5/a51b21756782812a45d52b53e83902			16	breast.004.001	v100	18b	2
c5/b3da39	12	3678913.pbs02	similarity_chunk	breast.001.003/7	similarity_chunk (breast.001.003/7)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1632884212344	1632884219960	1632884847036	634692	621817		195.8	0.3	457465856.0	15950061568.0	473526272.0	16030777344.0	19143164.0	650804401.0	2173.0	424.0	50520067.0	650795152.0	15966.0	21228.0	/scratch1/btsheal/work/c5/b3da39f514f9461e8197ddd0ca4094			16	breast.001.003	p100	16	2
c5/d9de5f	12	3814159.pbs02	similarity_chunk	breast.002.001/5	similarity_chunk (breast.002.001/5)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1634034675889	1634034683947	1634034954759	278870	268011		192.9	0.1	401969152.0	11437457408.0	401969152.0	11571728384.0	13736258.0	851700562.0	2313.0	634.0	44760463.0	851693289.0	3574.0	9670.0	/scratch1/btsheal/work/c5/d9de5ff90e1f06077edd69fe34b87e			16	breast.002.001	v100	18b	2
c5/db75b3	71	3814244.pbs02	similarity_chunk	breast.004.004/10	similarity_chunk (breast.004.004/10)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1634034973246	1634036176013	1634040738055	5764809	4550513		197.3	0.1	568397824.0	12009283584.0	568401920.0	12076445696.0	95499566.0	13583499220.0	7574.0	1485.0	126521589.0	13583489289.0	30754.0	178474.0	/scratch1/btsheal/work/c5/db75b3b179b7543452ae07d0f2d8fe			16	breast.004.004	v100	18b	2
c6/26a350	128	3787183.pbs02	similarity_chunk	breast.004.001/7	similarity_chunk (breast.004.001/7)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633913024492	1633914357299	1633915754743	2730251	1404407		196.6	0.1	361783296.0	11438686208.0	361783296.0	11438739456.0	25514298.0	4545678925.0	3423.0	1866.0	56531161.0	4545667997.0	27629.0	47300.0	/scratch1/btsheal/work/c6/26a3507f0a94a5147bf7876cf132f7			12	breast.004.001	v100	18b	2
c6/489f7f	27	3636884.pbs02	similarity_chunk	breast.001.004/6	similarity_chunk (breast.001.004/6)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1632513833187	1632590287267	1632634674896	120841709	44370758		99.6	0.2	186609664.0	1226727424.0	212140032.0	1277616128.0	24816316.0	884199166.0	2320.0	337.0	58569794.0	884187103.0	2350.0	21070.0	/scratch1/btsheal/work/c6/489f7fde3378c30bd13c2d749abb1f			16	breast.001.004	cpu	7a	2
c6/73f8cd	18	3679991.pbs02	similarity_chunk	breast.001.002/1	similarity_chunk (breast.001.002/1)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1632909565364	1632911947523	1632913565754	4000390	1621100		198.4	0.3	395620352.0	15866216448.0	410951680.0	15896596480.0	13300799.0	1701444058.0	1886.0	704.0	44678077.0	1701432620.0	5782.0	54240.0	/scratch1/btsheal/work/c6/73f8cda4e58e14654d836473ad0670			4	breast.001.002	p100	16	2
c6/80b343	142	3770543.pbs02	similarity_chunk	breast.003.001/9	similarity_chunk (breast.003.001/9)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633637231299	1633647983851	1633650539728	13308429	2543989		188.4	0.2	371335168.0	15682772992.0	372813824.0	15729938432.0	19250134.0	2536220455.0	2418.0	1291.0	50629315.0	2536214623.0	28806.0	84738.0	/scratch1/btsheal/work/c6/80b34306bc21632d96c32105a8ab54			12	breast.003.001	p100	16	2
c6/866404	74	3752296.pbs02	similarity_chunk	breast.003.002/13	similarity_chunk (breast.003.002/13)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633440301880	1633458469424	1633462313439	22011559	3843449		198.7	0.3	396648448.0	15897755648.0	417624064.0	16032026624.0	36725584.0	3809487698.0	3432.0	1057.0	68100875.0	3809475158.0	16200.0	139070.0	/scratch1/btsheal/work/c6/86640408babf33a508fe72361a89f3			16	breast.003.002	p100	17	2
c6/ae8f6e	50	3752231.pbs02	similarity_chunk	breast.004.004/5	similarity_chunk (breast.004.004/5)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633439522701	1633462692990	1633477236944	37714243	14535618		199.1	0.4	525561856.0	16312795136.0	549912576.0	16447062016.0	95121100.0	13714373671.0	7157.0	1547.0	126494960.0	13714359522.0	29894.0	562302.0	/scratch1/btsheal/work/c6/ae8f6eed5388d539cb7026add5e5ac			16	breast.004.004	p100	17	2
c6/bf7b97	68	3639903.pbs02	similarity_chunk	breast.001.002/15	similarity_chunk (breast.001.002/15)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1632565412805	1632580556628	1632590010064	24597259	9444153		99.8	0.2	160358400.0	1203220480.0	180662272.0	1236832256.0	13130386.0	201226165.0	1605.0	298.0	46887882.0	201214394.0	1625.0	52589.0	/scratch1/btsheal/work/c6/bf7b97d15998842c27cb0e9c30ddbb			16	breast.001.002	cpu	7a	2
c6/ed6c8c	111	3814296.pbs02	similarity_chunk	breast.004.003/2	similarity_chunk (breast.004.003/2)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1634037323094	1634037600331	1634040961123	3638029	3355482		197.2	0.1	524222464.0	11807920128.0	531632128.0	11908632576.0	72109547.0	10168170162.0	6146.0	1486.0	103131370.0	10168160329.0	27887.0	128890.0	/scratch1/btsheal/work/c6/ed6c8ccc48e9945b4c64b0f47c1e76			16	breast.004.003	v100	18b	2
c6/fe6b67	23	3821985.pbs02	similarity_chunk	breast.002.004/3	similarity_chunk (breast.002.004/3)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1634158075010	1634158084762	1634162783440	4708430	4694913		197.1	0.1	487743488.0	11940921344.0	489091072.0	11940974592.0	48745065.0	13676103567.0	4715.0	1490.0	79771187.0	13676093661.0	21320.0	184897.0	/scratch1/btsheal/work/c6/fe6b679a82f59ad62cee61d3064384			4	breast.002.004	v100	18b	2
c7/744149	23	3682755.pbs02	similarity_chunk	breast.001.002/2	similarity_chunk (breast.001.002/2)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1632922110225	1632922386891	1632922540671	430446	152142		191.3	0.1	385925120.0	11571122176.0	405487616.0	11705393152.0	13678951.0	429450493.0	2244.0	352.0	44703683.0	429444464.0	17211.0	6084.0	/scratch1/btsheal/work/c7/744149905eb06619cec632f35392f0			16	breast.001.002	v100	18b	2
c7/80f1d9	35	3636900.pbs02	similarity_chunk	breast.001.004/14	similarity_chunk (breast.001.004/14)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1632513872223	1632616913142	1632660041427	146169204	43118906		99.8	0.3	200990720.0	1243729920.0	213962752.0	1277693952.0	24816175.0	884530573.0	2320.0	337.0	58573895.0	884518517.0	3825.0	33037.0	/scratch1/btsheal/work/c7/80f1d9fc4089fdd5db8e40890e0b0c			16	breast.001.004	cpu	7a	2
c8/0a5890	53	3722596.pbs02	similarity_chunk	breast.002.002/0	similarity_chunk (breast.002.002/0)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633258301641	1633270115104	1633273338576	15036935	3210249		198.7	0.3	412930048.0	15883657216.0	426291200.0	15883710464.0	25013230.0	3388907367.0	2690.0	984.0	56393185.0	3388895594.0	9483.0	101769.0	/scratch1/btsheal/work/c8/0a58905daea2d6ecd2aad6fed36d2a			8	breast.002.002	p100	16	2
c8/2d8902	177	3756405.pbs02	similarity_chunk	breast.003.001/4	similarity_chunk (breast.003.001/4)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633465254355	1633465269496	1633467081620	1827265	1814235		198.1	0.3	385974272.0	15682859008.0	386039808.0	15791964160.0	19249849.0	1878515862.0	2364.0	1057.0	50625219.0	1878503373.0	15105.0	65975.0	/scratch1/btsheal/work/c8/2d8902e6383566bea35238df811db5			16	breast.003.001	p100	16	2
c8/768037	83	3786514.pbs02	similarity_chunk	breast.002.002/10	similarity_chunk (breast.002.002/10)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633909148262	1633909392465	1633910164192	1015930	752598		194.5	0.1	435109888.0	11638829056.0	451768320.0	11739541504.0	25395966.0	2227888037.0	3056.0	735.0	56415724.0	2227880242.0	21548.0	27528.0	/scratch1/btsheal/work/c8/76803732ea0c07feb4228a6248e29c			12	breast.002.002	v100	18b	2
